"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.722541546E1,3.808081055E-1,1.299148407E0,6.974296875E0
5.723534746E1,3.520678711E-1,1.485660553E0,6.926246796E0
5.724528046E1,3.387455750E-1,1.638193359E0,6.878047028E0
5.725521346E1,3.162922668E-1,1.748663635E0,6.836732941E0
5.726514546E1,2.670446777E-1,1.814975739E0,6.867868195E0
5.727507846E1,2.734812927E-1,1.871258698E0,6.997498627E0
5.728501146E1,3.637435913E-1,1.942510529E0,7.183412018E0
5.729494346E1,4.914280701E-1,1.985171814E0,7.442822571E0
5.730487646E1,6.384223938E-1,2.042502594E0,7.705825653E0
5.731480946E1,7.798782349E-1,2.049987030E0,7.933352509E0
5.732474246E1,8.783734131E-1,2.020947418E0,8.133037262E0
5.733467446E1,9.388476562E-1,1.994452515E0,8.301437073E0
5.734460746E1,1.045276337E0,2.042652283E0,8.468489685E0
5.735454046E1,1.065484314E0,2.128573608E0,8.575666809E0
5.736447246E1,1.062340851E0,2.218087463E0,8.692573700E0
5.737440546E1,1.012045441E0,2.311493225E0,8.873247986E0
5.738433846E1,9.973759460E-1,2.438578949E0,9.092092896E0
5.739427046E1,9.882449341E-1,2.575244751E0,9.295819244E0
5.740420346E1,9.352551270E-1,2.673141174E0,9.522597656E0
5.741413646E1,9.014254761E-1,2.715203705E0,9.746831360E0
5.742406946E1,9.105564880E-1,2.690355377E0,9.953701172E0
5.743400146E1,9.211843872E-1,2.649041290E0,1.016595978E1
5.744393463E1,9.288185120E-1,2.648741913E0,1.029633865E1
5.745386762E1,9.526190186E-1,2.634072418E0,1.055485107E1
5.746379962E1,1.053509216E0,2.527344360E0,1.074315948E1
5.747373263E1,1.122066650E0,2.415975952E0,1.096335159E1
5.748366562E1,1.213975525E0,2.349364471E0,1.127335693E1
5.749359762E1,1.218316498E0,2.232307892E0,1.160416901E1
5.750353063E1,1.185534668E0,2.114652557E0,1.200787949E1
5.751346363E1,1.166224823E0,2.111060028E0,1.225785965E1
5.752339563E1,1.039887543E0,2.160457306E0,1.217568054E1
5.753332862E1,7.926017761E-1,2.032323761E0,1.199186279E1
5.754326163E1,5.553451538E-1,1.738035736E0,1.192599976E1
5.755319462E1,3.713777161E-1,1.478026428E0,1.196476913E1
5.756312662E1,2.222877502E-1,1.391656036E0,1.194261520E1
5.757305963E1,1.945953369E-2,1.462608490E0,1.209514801E1
5.758299263E1,4.340972900E-3,1.539099426E0,1.245050903E1
5.759292463E1,3.100053406E-1,1.436113586E0,1.266276764E1
5.760285762E1,7.750881958E-1,1.060993652E0,1.268567001E1
5.761279063E1,1.227297821E0,6.593788147E-1,1.247685425E1
5.762272362E1,1.454076233E0,4.915777588E-1,1.196072754E1
5.763265562E1,1.340612183E0,6.330335999E-1,1.134924911E1
5.764258863E1,9.461824036E-1,9.858499146E-1,1.069046906E1
5.765252163E1,5.188211060E-1,1.304088135E0,1.031145721E1
5.766245363E1,3.240760803E-1,1.531465302E0,1.016595978E1
5.767238662E1,2.624043274E-1,1.663490753E0,9.863887939E0
5.768231963E1,1.037342834E-1,1.758992157E0,9.768386536E0
5.769225163E1,-6.017486572E-2,1.822011108E0,9.799821167E0
5.770218462E1,-9.415420532E-2,1.802401886E0,9.943372650E0
5.771211763E1,3.861968994E-2,1.583407288E0,1.015173935E1
5.772204962E1,3.212319946E-1,1.246607666E0,1.028077103E1
5.773198263E1,5.013075256E-1,1.033001862E0,1.014545242E1
5.774191562E1,5.200186157E-1,9.406439209E-1,9.966873779E0
5.775184863E1,6.649172974E-1,8.605604553E-1,9.687105560E0
5.776178063E1,7.520361328E-1,8.247848511E-1,9.211843872E0
5.777171362E1,7.333250427E-1,8.472381592E-1,8.752000122E0
5.778164662E1,6.188131714E-1,9.235794067E-1,8.397686920E0
5.779157862E1,4.587959290E-1,1.055455170E0,8.216713257E0
5.780151163E1,3.112028503E-1,1.281185760E0,8.022267609E0
5.781144462E1,2.559677124E-1,1.530716858E0,7.774682465E0
5.782137763E1,2.276765442E-1,1.693129120E0,7.531737671E0
5.783130963E1,1.856140137E-1,1.780397644E0,7.347919922E0
5.784124262E1,1.703457642E-1,1.866318970E0,7.230264587E0
5.785117562E1,1.689985657E-1,1.965562592E0,7.143744507E0
5.786110762E1,1.597178650E-1,2.039957886E0,7.078330536E0
5.787104063E1,1.266366577E-1,2.066752167E0,7.081174622E0
5.788097362E1,8.666976929E-2,2.090103607E0,7.118447113E0
5.789090562E1,5.852828979E-2,2.165097656E0,7.174430695E0
5.790083863E1,5.388793945E-2,2.240241394E0,7.241640930E0
5.791077163E1,3.068618774E-2,2.270328827E0,7.352709961E0
5.792070363E1,1.960922241E-2,2.299218750E0,7.514673157E0
5.793063662E1,3.008743286E-2,2.380948792E0,7.692802734E0
5.794056963E1,3.697311401E-2,2.436034241E0,7.849377136E0
5.795050262E1,5.718109131E-2,2.500849457E0,7.934250641E0
5.796043462E1,7.664062500E-2,2.508034515E0,8.052055664E0
5.797036763E1,9.430389404E-2,2.512525177E0,8.239915009E0
5.798030063E1,1.371148682E-1,2.532733154E0,8.447982330E0
5.799023263E1,1.933978271E-1,2.530487823E0,8.690927124E0
5.800016562E1,2.194436646E-1,2.501298523E0,9.001082153E0
5.801009863E1,2.887495422E-1,2.482886810E0,9.346563721E0
5.802003063E1,3.826043701E-1,2.480641479E0,9.592951355E0
5.802996362E1,4.349954224E-1,2.408341827E0,9.874815216E0
5.803989663E1,5.451663208E-1,2.343526611E0,1.016625916E1
5.804982963E1,6.233038330E-1,2.331102448E0,1.034558624E1
5.805976163E1,6.018983459E-1,2.305954742E0,1.051233948E1
5.806969462E1,6.007008362E-1,2.274669800E0,1.066412384E1
5.807962763E1,6.002517700E-1,2.114502869E0,1.082324295E1
5.808955963E1,6.253994751E-1,1.880240021E0,1.104837479E1
5.809949262E1,6.950047302E-1,1.707199860E0,1.131332382E1
5.810942563E1,7.472460938E-1,1.627415771E0,1.157168655E1
5.811935762E1,7.436535645E-1,1.689386902E0,1.167871399E1
5.812929063E1,7.271878052E-1,1.818717957E0,1.182256485E1
5.813922362E1,8.508306885E-1,1.813927917E0,1.223570572E1
5.814915663E1,1.228794708E0,1.684596863E0,1.256951157E1
5.815908863E1,1.599124603E0,1.581311646E0,1.257430161E1
5.816902162E1,1.635199585E0,1.514400787E0,1.235201385E1
5.817895463E1,1.405277710E0,1.463806000E0,1.221699463E1
5.818888662E1,1.279090118E0,1.413660278E0,1.219948105E1
5.819881963E1,1.400637360E0,1.357826385E0,1.220022949E1
5.820875262E1,1.598525848E0,1.253643036E0,1.216744766E1
5.821868462E1,1.769021301E0,1.122964783E0,1.203437439E1
5.822861763E1,1.840123444E0,1.021625519E0,1.172601562E1
5.823855062E1,1.839524689E0,1.021475830E0,1.133278336E1
5.824848363E1,1.799557800E0,1.081351318E0,1.100152222E1
5.825841562E1,1.754950562E0,1.105750580E0,1.072714279E1
5.826834863E1,1.764380951E0,1.086291046E0,1.049243088E1
5.827828162E1,1.781146088E0,1.054257660E0,1.016356476E1
5.828821362E1,1.742825775E0,1.031205597E0,9.871222687E0
5.829814663E1,1.660946045E0,1.000070343E0,9.765841827E0
5.830807962E1,1.555116119E0,9.828561401E-1,9.661658478E0
5.831801163E1,1.495090942E0,1.033301239E0,9.733359375E0
5.832794462E1,1.489253082E0,1.092128906E0,9.767787781E0
5.833787763E1,1.445843353E0,1.071022797E0,9.559720459E0
5.834781062E1,1.376537476E0,1.016087036E0,9.264384613E0
5.835774262E1,1.267564087E0,1.000070343E0,9.029672699E0
5.836767563E1,1.256936188E0,1.044378204E0,8.813222809E0
5.837760862E1,1.278491364E0,1.090332642E0,8.473878479E0
5.838754063E1,1.283131714E0,1.137185211E0,8.116721191E0
5.839747362E1,1.158141632E0,1.215322723E0,7.870183868E0
5.840740663E1,9.907896423E-1,1.430275726E0,7.680378571E0
5.841733863E1,7.894583130E-1,1.705403595E0,7.421566772E0
5.842727162E1,6.066883850E-1,1.930086365E0,7.257507935E0
5.843720463E1,5.167254639E-1,2.056124268E0,7.078480225E0
5.844713862E1,4.713697815E-1,2.080673218E0,6.908733215E0
5.845707062E1,4.673281860E-1,2.049388275E0,6.865922241E0
5.846700363E1,5.099894714E-1,2.020648041E0,6.855893097E0
5.847693662E1,5.366340637E-1,1.998194733E0,6.863078156E0
5.848686862E1,5.435197449E-1,2.004631348E0,6.906487885E0
5.849680163E1,5.586383057E-1,2.054926758E0,6.996750183E0
5.850673462E1,6.012995911E-1,2.148631897E0,7.125931549E0
5.851666663E1,6.692582703E-1,2.215991821E0,7.284601593E0
5.852659962E1,7.244934082E-1,2.243384857E0,7.411088562E0
5.853653263E1,8.024812317E-1,2.192790070E0,7.510182495E0
5.854646562E1,8.439450073E-1,2.170037384E0,7.672594757E0
5.855639762E1,8.714877319E-1,2.275717621E0,7.825576630E0
5.856633063E1,8.903485107E-1,2.453248444E0,7.938890991E0
5.857626363E1,8.967851257E-1,2.601889343E0,8.069868622E0
5.858619563E1,7.798782349E-1,2.693947906E0,8.169860687E0
5.859612862E1,6.640191650E-1,2.772833862E0,8.312364349E0
5.860606163E1,5.930667114E-1,2.857857056E0,8.483458557E0
5.861599363E1,5.278024292E-1,2.900967407E0,8.688681793E0
5.862592662E1,4.507127380E-1,2.931503906E0,8.989855499E0
5.863585963E1,3.923341370E-1,3.008892975E0,9.301357727E0
5.864579263E1,3.893403625E-1,3.061284027E0,9.484576721E0
5.865572463E1,4.604425049E-1,2.992427216E0,9.690698090E0
5.866565762E1,4.589456177E-1,2.909349976E0,1.005728577E1
5.867559063E1,4.944218445E-1,2.852767639E0,1.040381516E1
5.868552263E1,5.304968262E-1,2.743494873E0,1.070828201E1
5.869545562E1,6.134243774E-1,2.627635803E0,1.103984253E1
5.870538863E1,7.122189331E-1,2.591710510E0,1.126183090E1
5.871532063E1,7.024891663E-1,2.541864166E0,1.140777740E1
5.872525363E1,6.015989685E-1,2.546055450E0,1.153261780E1
5.873518662E1,4.269122314E-1,2.687361603E0,1.151211044E1
5.874511963E1,1.884580994E-1,2.708168335E0,1.155327484E1
5.875505163E1,-0.000000000E0,2.597548370E0,1.184262314E1
5.876498462E1,-6.855743408E-2,2.473007355E0,1.197390015E1
5.877491763E1,-1.939965820E-1,2.280807037E0,1.193498108E1
5.878484962E1,-5.851332092E-1,2.069745941E0,1.206625809E1
5.879478263E1,-8.976832581E-1,1.910477142E0,1.235545670E1
5.880471562E1,-9.467811584E-1,1.588197327E0,1.264136215E1
5.881464762E1,-7.337741089E-1,1.049916687E0,1.282038986E1
5.882458063E1,-4.266128540E-1,5.445675659E-1,1.268806503E1
5.883451362E1,-3.282673645E-1,2.547702026E-1,1.205308548E1
5.884444663E1,-3.884422302E-1,2.167492676E-1,1.128323639E1
5.885437862E1,-5.269042969E-1,3.963757324E-1,1.066457291E1
5.886431163E1,-7.018904114E-1,7.728428650E-1,1.025876678E1
5.887424462E1,-7.670050049E-1,1.204994202E0,1.005818390E1
5.888417662E1,-6.255491638E-1,1.510359192E0,9.963580627E0
5.889410963E1,-5.357359314E-1,1.707798615E0,9.735754395E0
5.890404262E1,-5.468128967E-1,1.833686829E0,9.634115753E0
5.891397463E1,-5.191204834E-1,1.927242279E0,9.710007935E0
5.892390762E1,-2.773731995E-1,1.995650024E0,9.848919067E0
5.893384063E1,2.095642090E-3,1.917063446E0,9.926906891E0
5.894377362E1,2.101629639E-1,1.724863129E0,9.896370392E0
5.895370562E1,3.769161987E-1,1.562151489E0,9.777667236E0
5.896363863E1,4.962181091E-1,1.466051331E0,9.610015869E0
5.897357162E1,6.231541443E-1,1.383123779E0,9.451196136E0
5.898350363E1,6.860234070E-1,1.328337708E0,9.351952515E0
5.899343662E1,6.783892822E-1,1.341660004E0,9.259893951E0
5.900336963E1,7.003935242E-1,1.428329773E0,9.038504333E0
5.901330163E1,6.297404480E-1,1.513951721E0,8.762628021E0
5.902323462E1,5.043013000E-1,1.537452850E0,8.456963654E0
5.903316763E1,4.044589233E-1,1.597028961E0,8.144413605E0
5.904310063E1,3.805087280E-1,1.692829742E0,7.876919861E0
5.905303263E1,3.442840576E-1,1.786235504E0,7.675139465E0
5.906296562E1,2.573149109E-1,1.866169281E0,7.553143158E0
5.907289863E1,2.345622253E-1,1.940714264E0,7.460036774E0
5.908283063E1,1.987866211E-1,2.038760376E0,7.341034241E0
5.909276362E1,2.287243652E-1,2.126927032E0,7.284751282E0
5.910269663E1,1.895059204E-1,2.166594543E0,7.222630463E0
5.911262863E1,1.109193420E-1,2.204615479E0,7.187453613E0
5.912256163E1,1.029858398E-1,2.277364197E0,7.193740540E0
5.913249462E1,1.047821045E-1,2.305805054E0,7.277266846E0
5.914242763E1,1.209484863E-1,2.304757233E0,7.427853699E0
5.915235963E1,1.386117554E-1,2.301464081E0,7.610773315E0
5.916229262E1,1.266366577E-1,2.284848633E0,7.886050873E0
5.917222563E1,1.573228455E-1,2.324815521E0,8.106392670E0
5.918215763E1,1.862127686E-1,2.392474823E0,8.264763336E0
5.919209063E1,1.576222229E-1,2.436632996E0,8.446934509E0
5.920202362E1,1.742376709E-1,2.473606110E0,8.677455139E0
5.921195562E1,1.947450256E-1,2.512076111E0,8.914113007E0
5.922188863E1,1.766326904E-1,2.516267395E0,9.201066284E0
5.923182162E1,2.125579834E-1,2.475252686E0,9.510921936E0
5.924175463E1,2.507286072E-1,2.380499725E0,9.773625641E0
5.925168662E1,2.502795410E-1,2.310295715E0,1.002914429E1
5.926161963E1,3.028202820E-1,2.225571899E0,1.028915359E1
5.927155262E1,3.674858093E-1,2.102378082E0,1.055170761E1
5.928148462E1,4.799020386E-1,2.005679169E0,1.083506836E1
5.929141763E1,4.932243347E-1,1.952240295E0,1.096514786E1
5.930135062E1,4.562512207E-1,2.004481659E0,1.122485779E1
5.931128262E1,5.307962036E-1,2.004930725E0,1.149744095E1
5.932121562E1,6.743476868E-1,1.837878113E0,1.169443130E1
5.933114863E1,8.283773804E-1,1.786085815E0,1.170326294E1
5.934108162E1,8.270301819E-1,1.849553833E0,1.164967438E1
5.935101362E1,8.297245789E-1,1.790426788E0,1.179756683E1
5.936094663E1,1.000818787E0,1.665736084E0,1.195399155E1
5.937087962E1,1.209335175E0,1.612297211E0,1.184277283E1
5.938081163E1,1.134341125E0,1.585353241E0,1.166404449E1
5.939074462E1,8.351133728E-1,1.579964447E0,1.165326691E1
5.940067763E1,7.337741089E-1,1.505269775E0,1.162497574E1
5.941061062E1,7.653584290E-1,1.321002960E0,1.163874710E1
5.942054262E1,9.023236084E-1,1.046473846E0,1.172077652E1
5.943047563E1,1.097817078E0,7.711962891E-1,1.173754166E1
5.944040862E1,1.283281403E0,4.703219604E-1,1.163335831E1
5.945033983E1,1.428180084E0,1.734892273E-1,1.141077118E1
5.946027283E1,1.483415222E0,2.230361938E-2,1.110046646E1
5.947020583E1,1.557660828E0,6.526428223E-2,1.070783295E1
5.948013783E1,1.625469818E0,1.688488770E-1,1.032313293E1
5.949007083E1,1.602567444E0,2.573149109E-1,1.010069550E1
5.950000383E1,1.669328613E0,2.412982178E-1,1.000923569E1
5.950993683E1,1.749861145E0,2.016307068E-1,9.946665802E0
5.951986883E1,1.813927917E0,2.359094238E-1,9.936786346E0
5.952980183E1,1.846560059E0,3.273692322E-1,9.914183350E0
5.953973483E1,1.767225037E0,4.543052673E-1,9.817783813E0
5.954966683E1,1.665287018E0,5.318440247E-1,9.689500580E0
5.955959983E1,1.612297211E0,5.547463989E-1,9.523046722E0
5.956953283E1,1.504221954E0,5.896238708E-1,9.328601074E0
5.957946483E1,1.422342224E0,6.137237549E-1,9.142088928E0
5.958939783E1,1.366508331E0,6.331832886E-1,8.981472931E0
5.959933083E1,1.261576538E0,7.087760925E-1,8.819360046E0
5.960926383E1,1.146465912E0,8.327183533E-1,8.708291016E0
5.961919583E1,1.000070343E0,9.746232605E-1,8.512947235E0
5.962912883E1,8.746311951E-1,1.137035522E0,8.311765594E0
5.963906183E1,7.705975342E-1,1.321901093E0,8.118816833E0
5.964899383E1,8.979826355E-1,1.415456543E0,7.905660095E0
5.965892683E1,8.669970703E-1,1.475182343E0,7.731272736E0
5.966885983E1,7.795788574E-1,1.593137054E0,7.570656738E0
5.967879283E1,6.918612671E-1,1.717827759E0,7.500602417E0
5.968872483E1,6.646179199E-1,1.836381226E0,7.495962067E0
5.969865783E1,7.176077271E-1,1.926643524E0,7.528893585E0
5.970859083E1,7.755372620E-1,1.982327728E0,7.634573822E0
5.971852283E1,8.173004150E-1,2.023342438E0,7.770191803E0
5.972845583E1,8.607101440E-1,2.065554657E0,7.888745270E0
5.973838883E1,9.107061768E-1,2.041005707E0,8.018375702E0
5.974832083E1,9.848020935E-1,2.015558624E0,8.139922943E0
5.975825383E1,1.071322174E0,1.986668701E0,8.233029327E0
5.976818683E1,1.127904510E0,1.970352631E0,8.360863495E0
5.977811983E1,1.119821320E0,2.006427612E0,8.483608246E0
5.978805183E1,1.105600891E0,2.049088898E0,8.627758484E0
5.979798483E1,1.118474121E0,2.117945709E0,8.753347321E0
5.980791783E1,1.117725677E0,2.244582367E0,8.819210358E0
5.981784983E1,1.058598633E0,2.365530853E0,8.891060944E0
5.982778283E1,9.991722107E-1,2.501597900E0,9.006321259E0
5.983771583E1,9.313632202E-1,2.668500824E0,9.123078461E0
5.984764783E1,8.728349304E-1,2.798131256E0,9.283844147E0
5.985758083E1,8.574169922E-1,2.903362427E0,9.436077576E0
5.986751383E1,8.177494812E-1,2.959196320E0,9.640851746E0
5.987744683E1,7.406597900E-1,2.993025970E0,9.890083466E0
5.988737883E1,6.800358582E-1,3.048111420E0,1.014111145E1
5.989731183E1,6.938072205E-1,3.047662354E0,1.047656387E1
5.990724483E1,7.488926697E-1,2.903362427E0,1.082503922E1
5.991717683E1,8.189469910E-1,2.712060242E0,1.135074600E1
5.992710983E1,9.617500305E-1,2.523602142E0,1.174442734E1
5.993704283E1,1.082698517E0,2.374063110E0,1.210188400E1
5.994697483E1,1.099014587E0,2.303559723E0,1.229947311E1
5.995690783E1,9.692344666E-1,2.261946259E0,1.207194626E1
5.996684083E1,7.000941467E-1,2.106120300E0,1.186313049E1
5.997677383E1,4.562512207E-1,1.900148621E0,1.185250259E1
5.998670583E1,3.270698547E-1,1.855691071E0,1.181358353E1
5.999663883E1,1.654060364E-1,1.934577026E0,1.173963730E1
6.000657183E1,-1.448986816E-1,1.958976288E0,1.178858551E1
6.001650383E1,-2.888992310E-1,1.901795197E0,1.183139648E1
6.002643683E1,-1.245410156E-1,1.728755035E0,1.189935516E1
6.003636983E1,2.640509033E-1,1.375789032E0,1.194261520E1
6.004630283E1,6.351292419E-1,9.903405762E-1,1.175355835E1
6.005623483E1,7.993377686E-1,8.475375366E-1,1.125419678E1
6.006616783E1,6.670129395E-1,9.258247375E-1,1.060769119E1
6.007610083E1,3.459306335E-1,1.141675873E0,1.014185989E1
6.008603283E1,-8.532257080E-3,1.414259033E0,9.859846344E0
6.009596583E1,-6.631210327E-2,1.558409271E0,9.658065948E0
6.010589883E1,-1.601669312E-1,1.702110443E0,9.433532867E0
6.011583083E1,-4.090992737E-1,1.889221344E0,9.457632751E0
6.012576383E1,-3.829037476E-1,2.041903839E0,9.487570496E0
6.013569683E1,-3.749702454E-1,2.007774811E0,9.615554352E0
6.014562983E1,-2.234852600E-1,1.779050446E0,1.002644989E1
6.015556183E1,9.175918579E-2,1.553619232E0,1.034289185E1
6.016549483E1,3.257226562E-1,1.388811951E0,1.038690033E1
6.017542783E1,3.249742126E-1,1.254990234E0,1.033989807E1
6.018535983E1,4.116439819E-1,1.100062408E0,1.018751495E1
6.019529283E1,4.775070190E-1,9.729766846E-1,9.828860779E0
6.020522583E1,5.035528564E-1,9.249266052E-1,9.416917419E0
6.021515883E1,4.194277954E-1,1.053808594E0,9.120833130E0
6.022509083E1,3.034190369E-1,1.297950897E0,8.920250244E0
6.023502383E1,2.406994629E-1,1.509610748E0,8.724008331E0
6.024495683E1,2.251318359E-1,1.652114410E0,8.424780579E0
6.025488883E1,2.670446777E-1,1.785187683E0,8.169261932E0
6.026482183E1,2.818638611E-1,1.906435547E0,7.924820251E0
6.027475483E1,2.644999695E-1,2.045646057E0,7.639363861E0
6.028468683E1,2.462379456E-1,2.160008240E0,7.450157318E0
6.029461983E1,2.192939758E-1,2.212998047E0,7.325167236E0
6.030455283E1,2.064207458E-1,2.247576141E0,7.184310150E0
6.031448583E1,2.058219910E-1,2.300116882E0,7.109765167E0
6.032441783E1,1.715432739E-1,2.340832214E0,7.090305634E0
6.033435083E1,1.240919495E-1,2.383792877E0,7.093598785E0
6.034428383E1,1.468446350E-1,2.424957275E0,7.137457581E0
6.035421583E1,1.525328064E-1,2.458038483E0,7.105573883E0
6.036414883E1,1.437011719E-1,2.469714203E0,7.194488983E0
6.037408183E1,1.103205872E-1,2.511627045E0,7.269632721E0
6.038401383E1,7.589218140E-2,2.592458954E0,7.382348328E0
6.039394683E1,7.140151978E-2,2.675835571E0,7.579039307E0
6.040387983E1,8.427474976E-2,2.767445068E0,7.787106628E0
6.041381283E1,1.288819885E-1,2.836451569E0,7.981103210E0
6.042374483E1,1.658551025E-1,2.873724060E0,8.196205902E0
6.043367783E1,1.691482544E-1,2.875520325E0,8.411009216E0
6.044361083E1,1.856140137E-1,2.883304138E0,8.636290741E0
6.045354300E1,2.140548706E-1,2.904859314E0,8.941056976E0
6.046347600E1,2.453398132E-1,2.929557953E0,9.251212006E0
6.047340900E1,2.582130432E-1,2.877466278E0,9.518256683E0
6.048334200E1,3.272195435E-1,2.749781799E0,9.785451050E0
6.049327400E1,3.805087280E-1,2.560275879E0,1.012060410E1
6.050320700E1,3.950285339E-1,2.440524902E0,1.042626846E1
6.051314000E1,3.778143311E-1,2.400108948E0,1.068298462E1
6.052307200E1,3.716770935E-1,2.304008789E0,1.099508560E1
6.053300500E1,4.312532043E-1,2.167941742E0,1.134969818E1
6.054293800E1,5.739065552E-1,2.063908081E0,1.165072220E1
6.055287000E1,6.969506836E-1,2.074386292E0,1.182540894E1
6.056280300E1,7.246430969E-1,2.286195831E0,1.177720917E1
6.057273600E1,6.768923950E-1,2.345173187E0,1.176747940E1
6.058266900E1,8.729846191E-1,2.198478241E0,1.204634949E1
6.059260100E1,1.223405914E0,2.141596527E0,1.215008377E1
6.060253400E1,1.407672729E0,2.163451080E0,1.201446579E1
6.061246700E1,1.213975525E0,2.161205750E0,1.189830734E1
6.062239900E1,9.610015869E-1,2.135608978E0,1.193498108E1
6.063233200E1,8.828640747E-1,2.051184540E0,1.196940948E1
6.064226500E1,1.016087036E0,1.826501770E0,1.206311462E1
6.065219700E1,1.194366302E0,1.539249115E0,1.215981354E1
6.066213000E1,1.304537201E0,1.273701324E0,1.210772186E1
6.067206300E1,1.334025879E0,1.116378479E0,1.188333847E1
6.068199600E1,1.355281677E0,1.016536102E0,1.154204819E1
6.069192800E1,1.376387787E0,9.217831421E-1,1.113669113E1
6.070186100E1,1.435514832E0,8.158035278E-1,1.076755875E1
6.071179400E1,1.471589813E0,8.219407654E-1,1.041025177E1
6.072172600E1,1.448537750E0,1.019679565E0,1.008168503E1
6.073165900E1,1.440304871E0,1.258133698E0,9.771380310E0
6.074159200E1,1.424288177E0,1.338666229E0,9.613159332E0
6.075152500E1,1.371897125E0,1.362167358E0,9.492061157E0
6.076145700E1,1.316063232E0,1.459315338E0,9.534872131E0
6.077139000E1,1.357077942E0,1.553469543E0,9.648635559E0
6.078132300E1,1.348994751E0,1.500030670E0,9.529633026E0
6.079125500E1,1.236279144E0,1.420396271E0,9.252559204E0
6.080118800E1,1.040935364E0,1.408271484E0,8.911119232E0
6.081112100E1,8.491841125E-1,1.444945221E0,8.581354980E0
6.082105300E1,7.604187012E-1,1.485361176E0,8.317753143E0
6.083098600E1,6.795867920E-1,1.540746002E0,8.035589905E0
6.084091900E1,5.529501343E-1,1.621877289E0,7.785909119E0
6.085085200E1,4.604425049E-1,1.725162506E0,7.566615143E0
6.086078400E1,4.074526978E-1,1.832639008E0,7.315587158E0
6.087071700E1,3.388952637E-1,1.929487610E0,7.083270264E0
6.088065000E1,2.787203979E-1,2.026934967E0,6.924749908E0
6.089058200E1,2.606080627E-1,2.116299133E0,6.891369324E0
6.090051500E1,2.251318359E-1,2.211201782E0,6.855593719E0
6.091044800E1,2.004331970E-1,2.271226959E0,6.837631073E0
6.092038000E1,2.143542480E-1,2.331252136E0,6.921456757E0
6.093031300E1,2.409988403E-1,2.396067352E0,7.031028900E0
6.094024600E1,2.927911377E-1,2.478246460E0,7.156318359E0
6.095017900E1,3.433859253E-1,2.534978485E0,7.311844940E0
6.096011100E1,4.477189636E-1,2.512375488E0,7.529492340E0
6.097004400E1,5.089416504E-1,2.498903503E0,7.811655579E0
6.097997700E1,6.051914978E-1,2.545905762E0,8.053103485E0
6.098990900E1,6.819818115E-1,2.544259186E0,8.256530457E0
6.099984200E1,7.406597900E-1,2.502945099E0,8.460107117E0
6.100977500E1,7.455995178E-1,2.508333893E0,8.583450623E0
6.101970800E1,7.159611511E-1,2.561473389E0,8.717422028E0
6.102964000E1,6.737489319E-1,2.637814636E0,8.869206390E0
6.103957300E1,6.358776855E-1,2.751578064E0,8.993298340E0
6.104950600E1,5.870791626E-1,2.850671997E0,9.084159393E0
6.105943800E1,5.281018066E-1,2.918630676E0,9.154812469E0
6.106937100E1,4.550537109E-1,2.972817993E0,9.238338776E0
6.107930400E1,4.546046448E-1,3.035537567E0,9.368118896E0
6.108923600E1,4.361929321E-1,3.102448425E0,9.532776489E0
6.109916900E1,4.254153442E-1,3.149750061E0,9.704469452E0
6.110910200E1,4.562512207E-1,3.156486053E0,9.979447632E0
6.111903500E1,5.303471375E-1,3.127147064E0,1.027852570E1
6.112896700E1,6.514453125E-1,3.062930603E0,1.056353302E1
6.113890000E1,7.336244202E-1,2.978356476E0,1.088311844E1
6.114883300E1,7.744894409E-1,2.884202271E0,1.124491608E1
6.115876500E1,8.243357849E-1,2.796484680E0,1.157093811E1
6.116869800E1,8.199948120E-1,2.759212189E0,1.169158722E1
6.117863100E1,6.360273743E-1,2.774779816E0,1.173095535E1
6.118856400E1,3.502716064E-1,2.726130981E0,1.177571228E1
6.119849600E1,1.770817566E-1,2.557282104E0,1.186028641E1
6.120842900E1,1.070274353E-1,2.325563965E0,1.185414917E1
6.121836200E1,-7.753875732E-2,2.149530029E0,1.179801590E1
6.122829400E1,-3.342549133E-1,2.116149445E0,1.183094742E1
6.123822700E1,-3.745211792E-1,2.155068512E0,1.202748871E1
6.124816000E1,-5.957611084E-2,2.107916565E0,1.217597992E1
6.125809200E1,3.776646423E-1,1.821412354E0,1.214080307E1
6.126802500E1,6.406677246E-1,1.528770905E0,1.184127594E1
6.127795800E1,7.177574158E-1,1.465901642E0,1.145313309E1
6.128789100E1,6.194119263E-1,1.591041412E0,1.083881058E1
6.129782300E1,3.695814514E-1,1.804946594E0,1.032148636E1
6.130775600E1,1.125659180E-1,2.058070221E0,1.004830444E1
6.131768900E1,-1.182540894E-2,2.268532562E0,9.895172882E0
6.132762100E1,-3.008743286E-2,2.371368713E0,9.654174042E0
6.133755400E1,-6.451583862E-2,2.323618011E0,9.436077576E0
6.134748700E1,-2.233355713E-1,2.282603302E0,9.503587189E0
6.135742000E1,-2.350112915E-1,2.273921356E0,9.802066498E0
6.136735200E1,-5.658233643E-2,2.120789795E0,1.009560608E1
6.137728500E1,8.068222046E-2,1.883832550E0,1.025397675E1
6.138721800E1,1.754351807E-1,1.673070831E0,1.026131149E1
6.139715000E1,1.700463867E-1,1.543889465E0,1.007285339E1
6.140708300E1,2.553689575E-1,1.432221680E0,9.911638641E0
6.141701600E1,2.954855347E-1,1.379980316E0,9.569300537E0
