"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.666324633E1,2.645329237E-1,8.380633593E-2,4.518412426E-2
4.667317933E1,2.165096700E-1,8.496644348E-2,2.989212051E-2
4.668311233E1,1.818395704E-1,6.425078213E-2,-4.968659021E-3
4.669304433E1,1.577009708E-1,3.840218484E-2,-3.672505915E-2
4.670297733E1,1.593555808E-1,2.546934411E-2,-7.547138631E-2
4.671291033E1,1.950992197E-1,4.042383283E-2,-1.296439320E-1
4.672284233E1,2.461893111E-1,6.792069972E-2,-1.824608147E-1
4.673277533E1,2.922276258E-1,7.283215225E-2,-2.146422565E-1
4.674270833E1,3.116551340E-1,4.610813409E-2,-2.048010826E-1
4.675264033E1,2.886950672E-1,-1.914590783E-2,-1.664095074E-1
4.676257333E1,2.357900441E-1,-7.331939787E-2,-1.093840525E-1
4.677250633E1,1.712756604E-1,-7.817201316E-2,-4.722582549E-2
4.678243833E1,1.211456433E-1,-3.400641307E-2,-2.200296381E-3
4.679237133E1,9.573528916E-2,3.264562041E-2,2.419788577E-2
4.680230433E1,7.744949311E-2,1.070804372E-1,7.527563721E-3
4.681223633E1,6.950443983E-2,1.846659034E-1,-3.512110561E-2
4.682216933E1,5.725522712E-2,2.340592891E-1,-8.928660303E-2
4.683210233E1,2.949448116E-2,2.165798247E-1,-1.245658696E-1
4.684203433E1,-4.348652065E-2,1.374045759E-1,-1.422524601E-1
4.685196733E1,-1.525157392E-1,3.931249678E-2,-1.278745383E-1
4.686190033E1,-2.702242732E-1,-3.995169699E-2,-8.245272189E-2
4.687183333E1,-3.490535617E-1,-8.475564420E-2,-1.699349843E-2
4.688176533E1,-3.454324603E-1,-6.985019892E-2,5.002628267E-2
4.689169833E1,-2.656226456E-1,-1.907025836E-2,9.233688563E-2
4.690163133E1,-1.572101563E-1,-2.309163101E-2,1.042518690E-1
4.691156333E1,-8.564189076E-2,-7.015243173E-2,1.060100570E-1
4.692149633E1,-6.165372953E-2,-1.020203531E-1,1.118730083E-1
4.693142933E1,-6.479772925E-2,-1.024339944E-1,1.217501238E-1
4.694136133E1,-9.114997834E-2,-1.238295585E-1,1.184472740E-1
4.695129433E1,-1.526247561E-1,-1.821525246E-1,1.027285159E-1
4.696122733E1,-2.588433325E-1,-2.433708757E-1,8.519133925E-2
4.697115933E1,-3.916715980E-1,-2.505485713E-1,6.984217465E-2
4.698109233E1,-5.074525476E-1,-1.851969957E-1,6.666103005E-2
4.699102533E1,-5.612061024E-1,-8.122933656E-2,7.075134665E-2
4.700095733E1,-5.413109660E-1,4.705281928E-3,6.306093931E-2
4.701089033E1,-4.671503007E-1,4.838079587E-2,3.590175509E-2
4.702082333E1,-3.589873612E-1,4.241025448E-2,5.278599449E-3
4.703075533E1,-2.346269637E-1,1.193514373E-2,-2.529297210E-2
4.704068833E1,-1.071941704E-1,-2.564552054E-2,-5.600082129E-2
4.705062133E1,-5.530252121E-3,-4.659214988E-2,-9.027547389E-2
4.706055333E1,2.877712250E-2,-5.589244142E-2,-1.323299855E-1
4.707048633E1,-2.940889448E-2,-5.556419864E-2,-1.686692983E-1
4.708041933E1,-1.652178615E-1,-3.619369864E-2,-1.882707030E-1
4.709035233E1,-3.304127455E-1,3.469604999E-2,-1.881658286E-1
4.710028433E1,-4.633848965E-1,1.362785995E-1,-1.656759679E-1
4.711021733E1,-5.182812810E-1,2.387974411E-1,-1.347843111E-1
4.712015033E1,-4.880772829E-1,2.994709313E-1,-9.428934753E-2
4.713008233E1,-3.892918527E-1,3.001412749E-1,-5.831574276E-2
4.714001533E1,-2.526453435E-1,2.541705966E-1,-1.721331291E-2
4.714994833E1,-1.020220220E-1,2.007960081E-1,1.954078116E-2
4.715988033E1,5.223066360E-2,1.564274728E-1,4.167244583E-2
4.716981333E1,1.778082848E-1,1.231735721E-1,2.703567781E-2
4.717974633E1,2.699003816E-1,9.999474138E-2,-1.150798518E-2
4.718967833E1,3.085240424E-1,9.932975471E-2,-6.856566668E-2
4.719961133E1,2.999545336E-1,1.031407416E-1,-1.192853004E-1
4.720954433E1,2.557711899E-1,9.236720949E-2,-1.479379237E-1
4.721947633E1,2.003822178E-1,6.700859219E-2,-1.558251530E-1
4.722940933E1,1.373237818E-1,4.799249023E-2,-1.530860662E-1
4.723934233E1,7.833636552E-2,3.398505971E-2,-1.325554997E-1
4.724927433E1,3.585280851E-2,3.795792162E-2,-1.020648479E-1
4.725920733E1,8.107199334E-3,5.031711981E-2,-6.184206158E-2
4.726914033E1,-7.963316515E-3,6.583053619E-2,-3.680639341E-2
4.727907333E1,-1.593628712E-2,7.820411772E-2,-2.335875854E-2
4.728900533E1,-1.245958637E-2,7.865292579E-2,-1.391886175E-2
4.729893833E1,-6.918772124E-4,6.295891851E-2,-2.687512664E-3
4.730887133E1,2.149229683E-2,3.780961037E-2,4.471980035E-3
4.731880333E1,4.584237933E-2,2.219496481E-2,1.640214399E-2
4.732873633E1,7.339888066E-2,7.343111560E-3,2.978487127E-2
4.733866933E1,9.807093441E-2,7.880069315E-4,3.746569157E-2
4.734860133E1,1.083755866E-1,6.759583019E-3,3.691375628E-2
4.735853433E1,1.006217897E-1,1.847216487E-2,2.623741142E-2
4.736846733E1,6.499318033E-2,2.653048187E-2,1.168935001E-2
4.737839933E1,9.194895625E-3,3.776369616E-2,2.258031862E-3
4.738833233E1,-5.504058301E-2,6.014241651E-2,2.195375971E-3
4.739826533E1,-1.208827123E-1,7.969907671E-2,-4.502082011E-4
4.740819733E1,-1.724558026E-1,8.053670079E-2,3.603029530E-3
4.741813033E1,-2.129116207E-1,5.520790815E-2,1.144124474E-2
4.742806333E1,-2.353034914E-1,2.332040668E-2,2.547639795E-2
4.743799558E1,-2.368899435E-1,3.086773679E-3,4.132780060E-2
4.744792858E1,-2.299357057E-1,-1.040840242E-2,6.165215373E-2
4.745786158E1,-2.163091004E-1,-6.755344104E-3,7.944419980E-2
4.746779358E1,-1.862650812E-1,5.832322314E-2,1.006175652E-1
4.747772658E1,-1.097109243E-1,2.028622925E-1,1.272563636E-1
4.748765958E1,-2.352321753E-3,3.843072057E-1,1.549134254E-1
4.749759158E1,8.101287484E-2,4.920363426E-1,1.668052375E-1
4.750752458E1,9.984470159E-2,4.819346666E-1,1.677750200E-1
4.751745758E1,7.720144093E-2,4.090887010E-1,1.655377001E-1
4.752739058E1,3.165491298E-2,2.788431644E-1,1.533100903E-1
4.753732258E1,-3.741789609E-2,8.857974410E-2,1.433783621E-1
4.754725558E1,-1.161804274E-1,-1.065441817E-1,1.437350959E-1
4.755718858E1,-1.540852040E-1,-2.086404562E-1,1.620368659E-1
4.756712058E1,-1.089332700E-1,-1.545671225E-1,1.966826767E-1
4.757705358E1,4.535564035E-2,6.696660817E-2,2.350348532E-1
4.758698658E1,2.521617413E-1,2.994126678E-1,2.621496916E-1
4.759691858E1,4.207273126E-1,3.724810183E-1,2.745331228E-1
4.760685158E1,5.056543350E-1,2.627895176E-1,2.663542628E-1
4.761678458E1,4.776056409E-1,3.196189553E-2,2.401985526E-1
4.762671658E1,3.571681082E-1,-1.806392968E-1,2.038920075E-1
4.763664958E1,1.715519130E-1,-3.368989527E-1,1.583058834E-1
4.764658258E1,-3.799602017E-2,-4.459293783E-1,1.150539517E-1
4.765651458E1,-2.233230025E-1,-4.795192778E-1,7.480347157E-2
4.766644758E1,-3.495430946E-1,-4.216432869E-1,4.920916259E-2
4.767638058E1,-3.944330812E-1,-2.792491317E-1,2.997661009E-2
4.768631258E1,-3.611445725E-1,-1.053852439E-1,1.622670703E-2
4.769624558E1,-2.791961730E-1,4.217918217E-2,2.170962282E-2
4.770617858E1,-1.798484772E-1,1.724854410E-1,4.040516168E-2
4.771611058E1,-9.953314066E-2,2.497943491E-1,5.751703680E-2
4.772604358E1,-5.128079280E-2,2.631792426E-1,6.822526455E-2
4.773597658E1,-3.573086113E-2,2.188772708E-1,6.653735042E-2
4.774590958E1,-4.076613486E-2,1.369671375E-1,6.380242854E-2
4.775584158E1,-4.679686204E-2,6.797448546E-2,6.591510773E-2
4.776577458E1,-4.286590591E-2,3.252184391E-2,6.256627291E-2
4.777570758E1,-2.379767224E-2,1.675832644E-2,7.265991718E-2
4.778563958E1,1.807541773E-2,1.842980459E-2,7.917059958E-2
4.779557258E1,7.266756147E-2,3.442182019E-2,8.021642268E-2
4.780550558E1,1.260103583E-1,4.293713719E-2,7.628639042E-2
4.781543758E1,1.693045795E-1,3.640174121E-2,6.890756637E-2
4.782537058E1,2.049951255E-1,1.838335767E-2,5.541372672E-2
4.783530358E1,2.359919101E-1,-9.821648709E-3,5.334977806E-2
4.784523558E1,2.643239796E-1,-4.333211109E-2,4.723737389E-2
4.785516858E1,2.739417255E-1,-6.901670247E-2,3.624251112E-2
4.786510158E1,2.798389792E-1,-7.920201123E-2,2.571590617E-2
4.787503358E1,2.764650285E-1,-7.645655423E-2,2.366234362E-2
4.788496658E1,2.654239237E-1,-6.083110720E-2,1.820829697E-2
4.789489958E1,2.452219725E-1,-4.307581112E-2,6.575610954E-3
4.790483158E1,2.346895188E-1,-2.873761207E-2,-1.076049544E-2
4.791476458E1,2.260526270E-1,-2.808753401E-2,-2.732642181E-2
4.792469758E1,2.266551256E-1,-2.651437744E-2,-4.863211513E-2
4.793462958E1,2.267832160E-1,-2.655965090E-2,-7.769812644E-2
4.794456258E1,2.097456902E-1,-4.671516642E-2,-1.054940000E-1
4.795449558E1,1.723650247E-1,-9.548058361E-2,-1.333256364E-1
4.796442858E1,1.160577089E-1,-1.374766827E-1,-1.569201946E-1
4.797436058E1,5.509608611E-2,-1.475524902E-1,-1.877550632E-1
4.798429358E1,4.886275157E-3,-1.148789451E-1,-2.212959230E-1
4.799422658E1,-3.449788317E-2,-5.577061698E-2,-2.472942322E-1
4.800415858E1,-5.887793377E-2,7.219541818E-3,-2.642326355E-1
4.801409158E1,-7.846441865E-2,4.693153501E-2,-2.637034655E-1
4.802402458E1,-1.159218401E-1,5.248355493E-2,-2.611780465E-1
4.803395658E1,-1.805205345E-1,1.919563860E-2,-2.626952529E-1
4.804388958E1,-2.685637772E-1,-3.198432177E-2,-2.581954896E-1
4.805382258E1,-3.310271502E-1,-7.120548934E-2,-2.494329214E-1
4.806375458E1,-3.409851491E-1,-7.736456394E-2,-2.197474092E-1
4.807368758E1,-2.837623358E-1,-5.581426993E-2,-1.871926486E-1
4.808362058E1,-2.041202784E-1,-5.709667504E-2,-1.557709426E-1
4.809355258E1,-1.445277929E-1,-8.507770300E-2,-1.249600202E-1
4.810348558E1,-1.145839170E-1,-9.064716101E-2,-8.858677745E-2
4.811341858E1,-1.099127382E-1,-5.847644433E-2,-7.465444505E-2
4.812335058E1,-1.500362754E-1,-3.452909365E-2,-8.817686141E-2
4.813328358E1,-2.426767349E-1,-5.023375154E-2,-1.301778406E-1
4.814321658E1,-3.787595332E-1,-8.108688891E-2,-1.662669331E-1
4.815314858E1,-5.025661588E-1,-1.101611480E-1,-1.801385283E-1
4.816308158E1,-5.729156733E-1,-1.472214162E-1,-1.637661606E-1
4.817301458E1,-5.448561311E-1,-1.848143339E-1,-1.335853636E-1
4.818294658E1,-4.192456305E-1,-2.114465237E-1,-1.029296294E-1
4.819287958E1,-2.247983813E-1,-2.077945173E-1,-8.194365352E-2
4.820281258E1,-1.875609159E-2,-1.797453314E-1,-7.786317170E-2
4.821274558E1,1.374494880E-1,-1.648763716E-1,-9.089588374E-2
4.822267758E1,2.264613360E-1,-1.444476098E-1,-1.120143905E-1
4.823261058E1,2.527467608E-1,-9.094019234E-2,-1.374084353E-1
4.824254358E1,2.270571142E-1,-1.562700979E-2,-1.710737497E-1
4.825247558E1,1.518571675E-1,5.794521049E-2,-2.161251158E-1
4.826240858E1,4.334500432E-2,1.161227971E-1,-2.515045404E-1
4.827234158E1,-5.738719925E-2,1.619880199E-1,-2.622088492E-1
4.828227358E1,-1.240929067E-1,1.920652539E-1,-2.564787269E-1
4.829220658E1,-1.366446465E-1,2.108125687E-1,-2.477933466E-1
4.830213958E1,-1.032548249E-1,2.059301883E-1,-2.368947119E-1
4.831207158E1,-2.594805136E-2,1.823481619E-1,-2.259818763E-1
4.832200458E1,8.668935299E-2,1.565231830E-1,-2.126145661E-1
4.833193758E1,2.237121761E-1,1.267650127E-1,-2.003230155E-1
4.834186958E1,3.590879142E-1,9.628187120E-2,-1.954515874E-1
4.835180258E1,4.633671939E-1,8.356900513E-2,-2.001978755E-1
4.836173558E1,5.272864699E-1,8.271083236E-2,-2.091917545E-1
4.837166758E1,5.605301857E-1,6.389427185E-2,-2.090372890E-1
4.838160058E1,5.512911677E-1,3.551057726E-2,-2.142181545E-1
4.839153358E1,5.000308752E-1,7.559369318E-3,-2.245283127E-1
4.840146658E1,4.226102233E-1,-1.468583196E-2,-2.328611463E-1
4.841139858E1,3.169431686E-1,-2.074851841E-2,-2.299569696E-1
4.842133158E1,2.081357539E-1,-7.673106156E-3,-2.196129113E-1
4.843126458E1,1.185427532E-1,1.285187621E-2,-1.981281340E-1
4.844119296E1,5.952626094E-2,4.216062278E-2,-1.708986312E-1
4.845112596E1,4.152915254E-2,5.899207294E-2,-1.475033015E-1
4.846105896E1,5.290834978E-2,5.688752234E-2,-1.172305569E-1
4.847099096E1,1.009664237E-1,4.286517948E-2,-8.912355453E-2
4.848092396E1,1.531254649E-1,2.822807431E-2,-6.687248498E-2
4.849085696E1,2.012101710E-1,1.639911532E-2,-4.696109891E-2
4.850078896E1,2.289804965E-1,2.474793606E-2,-3.244121745E-2
4.851072196E1,2.282952517E-1,4.082011431E-2,-3.074771352E-2
4.852065496E1,2.050958127E-1,4.539030045E-2,-2.661048807E-2
4.853058696E1,1.533748209E-1,3.766633570E-2,-2.408288047E-2
4.854051996E1,1.072940826E-1,3.895161301E-2,-1.740136184E-2
4.855045296E1,6.895255297E-2,4.701087251E-2,-8.887767792E-3
4.856038496E1,3.751604632E-2,4.995175079E-2,6.024736213E-4
4.857031796E1,2.022547461E-2,5.046813563E-2,1.238296740E-2
4.858025096E1,1.059356891E-2,4.544878006E-2,3.582208231E-2
4.859018396E1,1.069796458E-2,3.482250124E-2,6.875659525E-2
4.860011596E1,3.373723011E-3,2.406935953E-2,1.018015370E-1
4.861004896E1,-1.096446998E-2,2.379532345E-2,1.305679381E-1
4.861998196E1,-4.321740568E-2,3.355923668E-2,1.574164629E-1
4.862991396E1,-9.424436837E-2,4.327018932E-2,1.918625832E-1
4.863984696E1,-1.497830153E-1,5.310338736E-2,2.216819823E-1
4.864977996E1,-1.913565546E-1,7.212927938E-2,2.499152273E-1
4.865971196E1,-2.151262909E-1,8.414389938E-2,2.619814277E-1
4.866964496E1,-2.221823484E-1,6.916335225E-2,2.638890445E-1
4.867957796E1,-1.828363836E-1,9.587026387E-2,2.732268870E-1
4.868950996E1,-9.059486538E-2,1.533516794E-1,2.945713401E-1
4.869944296E1,3.477518633E-2,2.013944983E-1,3.064170778E-1
4.870937596E1,1.382544488E-1,2.187308818E-1,3.019267023E-1
4.871930796E1,1.886180341E-1,1.969989985E-1,2.946980298E-1
4.872924096E1,1.804525107E-1,1.210730746E-1,2.805790305E-1
4.873917396E1,1.181093603E-1,3.272517025E-2,2.602234185E-1
4.874910596E1,2.214075252E-2,-9.260506183E-2,2.445946485E-1
4.875903896E1,-9.551427513E-2,-2.464623600E-1,2.463644594E-1
4.876897196E1,-1.941598952E-1,-3.268772960E-1,2.690415382E-1
4.877890396E1,-2.327220887E-1,-2.685852051E-1,3.169710934E-1
4.878883696E1,-1.965579540E-1,-7.315100729E-2,3.661242723E-1
4.879876996E1,-9.682355076E-2,1.651902497E-1,4.113816917E-1
4.880870196E1,2.953146398E-2,3.313374221E-1,4.519059360E-1
4.881863496E1,1.270155609E-1,3.547901809E-1,4.840586782E-1
4.882856796E1,1.692154706E-1,2.358054519E-1,4.953126609E-1
4.883850096E1,1.620457172E-1,2.512305044E-2,4.896728992E-1
4.884843296E1,1.195187569E-1,-1.679052562E-1,4.362693131E-1
4.885836596E1,2.540544420E-2,-3.592449725E-1,3.422731459E-1
4.886829896E1,-1.513720006E-1,-5.219734311E-1,2.253102958E-1
4.887823096E1,-3.769453764E-1,-5.681955218E-1,1.457144022E-1
4.888816396E1,-5.530426502E-1,-4.606525600E-1,1.175498739E-1
4.889809696E1,-6.203473210E-1,-2.514446378E-1,1.224429235E-1
4.890802896E1,-5.769330263E-1,-2.594998851E-2,1.411875784E-1
4.891796196E1,-4.489087760E-1,1.284687370E-1,1.780201495E-1
4.892789496E1,-2.842170298E-1,2.335546762E-1,2.251154780E-1
4.893782696E1,-1.554794163E-1,2.452283204E-1,2.704829872E-1
4.894775996E1,-1.120978594E-1,1.605216712E-1,2.972685099E-1
4.895769296E1,-1.393436193E-1,4.629568383E-2,2.997955084E-1
4.896762496E1,-1.922097653E-1,-3.889564425E-2,2.902254462E-1
4.897755796E1,-2.320108265E-1,-9.105110168E-2,2.645465136E-1
4.898749096E1,-2.301671207E-1,-1.159149110E-1,2.322972268E-1
4.899742296E1,-1.860499233E-1,-1.184816808E-1,2.185192853E-1
4.900735596E1,-1.008396819E-1,-9.549887478E-2,2.240871489E-1
4.901728896E1,-1.851410139E-3,-7.407748699E-2,2.484150678E-1
4.902722196E1,9.407378733E-2,-7.674224675E-2,2.773364484E-1
4.903715396E1,1.612160057E-1,-9.959289432E-2,3.093372881E-1
4.904708696E1,2.001346350E-1,-1.430655420E-1,3.408001363E-1
4.905701996E1,2.108604312E-1,-1.841109991E-1,3.603652716E-1
4.906695196E1,2.078169733E-1,-1.948376745E-1,3.557595909E-1
4.907688496E1,1.988100111E-1,-1.499651521E-1,3.185460865E-1
4.908681796E1,1.897592694E-1,-7.720679790E-2,2.544025183E-1
4.909674996E1,1.779109687E-1,-1.682732813E-2,1.977805942E-1
4.910668296E1,1.738530993E-1,1.780548319E-2,1.561932117E-1
4.911661596E1,1.667770743E-1,1.541231852E-2,1.276260614E-1
4.912654796E1,1.464539617E-1,-1.137508638E-2,1.052784249E-1
4.913648096E1,1.266087294E-1,-3.070792556E-2,9.203791618E-2
4.914641396E1,1.182978079E-1,-3.997439519E-2,7.909628749E-2
4.915634596E1,1.221230403E-1,-4.052738100E-2,5.879294872E-2
4.916627896E1,1.367336810E-1,-4.393995553E-2,3.575207666E-2
4.917621196E1,1.513849050E-1,-4.819983616E-2,1.961027086E-2
4.918614396E1,1.539527327E-1,-4.923021421E-2,1.781317033E-2
4.919607696E1,1.439151913E-1,-4.708718136E-2,1.895005442E-2
4.920600996E1,1.168628037E-1,-3.818583116E-2,2.788123116E-2
4.921594196E1,9.003156424E-2,-2.412054688E-2,3.906730562E-2
4.922587496E1,6.081988290E-2,-1.608472317E-2,5.472829193E-2
4.923580796E1,3.845628351E-2,-1.806837693E-2,6.063381582E-2
4.924574096E1,6.669060327E-3,-3.691796586E-2,5.696317926E-2
4.925567296E1,-2.036364190E-2,-5.598389730E-2,3.981606290E-2
4.926560596E1,-4.656089097E-2,-6.153206155E-2,1.922823116E-2
4.927553896E1,-6.150091812E-2,-4.943475500E-2,-1.392426621E-2
4.928547096E1,-6.570632011E-2,-2.541543916E-2,-5.263011530E-2
4.929540396E1,-6.835801899E-2,8.425088599E-4,-7.959394157E-2
4.930533696E1,-9.010779113E-2,1.145893335E-2,-1.090229377E-1
4.931526896E1,-1.399526447E-1,-1.217738353E-2,-1.244477853E-1
4.932520196E1,-2.150154412E-1,-6.307838112E-2,-1.219329610E-1
4.933513496E1,-2.854784727E-1,-1.082888767E-1,-9.680636972E-2
4.934506696E1,-3.311615586E-1,-1.453350484E-1,-5.456490442E-2
4.935499996E1,-3.321670294E-1,-1.677941829E-1,-1.099570468E-2
4.936493296E1,-2.547401488E-1,-1.466044635E-1,5.129936337E-2
4.937486496E1,-1.144671068E-1,-1.189858690E-1,1.136453599E-1
4.938479796E1,1.142584719E-2,-1.748275757E-1,1.640786976E-1
4.939473096E1,9.835246950E-2,-2.710599303E-1,2.076354176E-1
4.940466296E1,1.831278205E-1,-2.803389132E-1,2.418908626E-1
4.941459596E1,2.652372420E-1,-2.377712280E-1,2.440391630E-1
4.942452896E1,2.987467349E-1,-2.529102266E-1,2.037434131E-1
4.943446196E1,2.493446320E-1,-3.152977526E-1,1.464736015E-1
4.944439733E1,1.232812330E-1,-3.500930071E-1,1.025756449E-1
4.945433033E1,-6.582399458E-2,-3.343020976E-1,7.511453331E-2
4.946426333E1,-2.777066827E-1,-2.827161252E-1,5.241268501E-2
4.947419533E1,-4.483893812E-1,-1.885933578E-1,3.066297993E-2
4.948412833E1,-5.415190458E-1,-7.290084660E-2,1.914640889E-2
4.949406133E1,-5.405895114E-1,4.039008170E-3,2.174191922E-2
4.950399333E1,-4.251433313E-1,4.085294902E-2,3.414931893E-2
4.951392633E1,-2.332502156E-1,5.024571717E-2,3.199401870E-2
4.952385933E1,-2.013687789E-2,2.700910158E-2,1.400543284E-2
4.953379133E1,1.442417949E-1,-4.420451447E-2,-1.831720769E-2
4.954372433E1,1.869841963E-1,-1.480195969E-1,-6.121647358E-2
4.955365733E1,9.467098862E-2,-2.357304543E-1,-1.065032035E-1
4.956358933E1,-8.240498602E-2,-2.432717383E-1,-1.475161463E-1
4.957352233E1,-2.809463441E-1,-1.470476091E-1,-1.863387078E-1
4.958345533E1,-4.425155520E-1,4.552307539E-3,-2.185807973E-1
4.959338733E1,-5.217335224E-1,1.770099849E-1,-2.327739894E-1
4.960332033E1,-5.185492039E-1,3.359040320E-1,-2.132263780E-1
4.961325333E1,-4.392255843E-1,3.989940882E-1,-1.623055190E-1
4.962318633E1,-2.945355177E-1,3.972883224E-1,-9.878434241E-2
4.963311833E1,-1.190510914E-1,3.620087802E-1,-4.933238029E-2
4.964305133E1,6.295493245E-2,3.084448874E-1,-3.827467188E-2
4.965298433E1,2.174088806E-1,2.393249571E-1,-7.671140879E-2
4.966291633E1,3.280336559E-1,1.714050323E-1,-1.344881654E-1
4.967284933E1,3.861145675E-1,1.218788549E-1,-1.943212748E-1
4.968278233E1,3.821304739E-1,1.112323403E-1,-2.292425036E-1
4.969271433E1,3.383968174E-1,1.428509504E-1,-2.315052599E-1
4.970264733E1,2.762000263E-1,1.974984854E-1,-2.055263966E-1
4.971258033E1,2.151281238E-1,2.514976859E-1,-1.619783044E-1
4.972251233E1,1.777197719E-1,2.802140117E-1,-1.169445142E-1
4.973244533E1,1.623951048E-1,2.740193605E-1,-7.410757989E-2
4.974237833E1,1.709558368E-1,2.249500901E-1,-3.689043596E-2
4.975231033E1,1.884415895E-1,1.560175568E-1,-9.334513918E-3
4.976224333E1,2.111215889E-1,9.439546615E-2,8.266051300E-3
4.977217633E1,2.284738868E-1,6.444056332E-2,1.797567680E-2
4.978210833E1,2.425122112E-1,6.849442422E-2,2.136641368E-2
4.979204133E1,2.505440414E-1,9.261096269E-2,3.191845492E-2
4.980197433E1,2.437372506E-1,1.256512105E-1,4.041180760E-2
4.981190633E1,2.279699147E-1,1.724484563E-1,5.321037024E-2
4.982183933E1,2.206725776E-1,2.081302851E-1,7.008682191E-2
4.983177233E1,2.173531950E-1,2.245800197E-1,8.494319022E-2
4.984170533E1,2.114023566E-1,2.221142054E-1,9.850133955E-2
4.985163733E1,2.038106918E-1,2.013448030E-1,9.938924760E-2
4.986157033E1,1.938643157E-1,1.758714020E-1,9.861639887E-2
4.987150333E1,1.715700179E-1,1.470962465E-1,9.792862087E-2
4.988143533E1,1.407846659E-1,1.273864508E-1,1.072233245E-1
4.989136833E1,1.076991260E-1,1.268076599E-1,1.309929788E-1
4.990130133E1,8.029040694E-2,1.290148795E-1,1.656596065E-1
4.991123333E1,5.699190125E-2,1.332380623E-1,1.968518794E-1
4.992116633E1,3.610978648E-2,1.357270479E-1,2.277101874E-1
4.993109933E1,2.661175095E-2,1.304503679E-1,2.627714574E-1
4.994103133E1,2.901871502E-2,1.143590212E-1,3.026893139E-1
4.995096433E1,3.385061398E-2,8.792378753E-2,3.338473439E-1
4.996089733E1,2.454712614E-2,5.127229542E-2,3.510335088E-1
4.997082933E1,3.921790514E-3,3.154348210E-2,3.530634344E-1
4.998076233E1,-2.203284577E-2,3.183482960E-2,3.399793208E-1
4.999069533E1,-5.260947719E-2,5.117127299E-2,3.164871335E-1
5.000062733E1,-6.173959747E-2,1.139497012E-1,2.970260978E-1
5.001056033E1,-4.974943399E-2,1.795060486E-1,2.999735475E-1
5.002049333E1,-1.659669913E-3,2.163189203E-1,3.381012380E-1
5.003042633E1,5.823772028E-2,2.075365335E-1,3.893124759E-1
5.004035833E1,9.575127065E-2,1.668327898E-1,4.381897449E-1
5.005029133E1,1.127237976E-1,1.262065470E-1,4.877405763E-1
5.006022433E1,1.087950990E-1,7.074940950E-2,5.115468502E-1
5.007015633E1,5.632588640E-2,-9.081605822E-4,4.744084179E-1
5.008008933E1,-6.734918058E-2,-7.546042651E-2,3.960723281E-1
5.009002233E1,-2.325209379E-1,-1.413486898E-1,3.253046870E-1
5.009995433E1,-3.790382147E-1,-1.526173353E-1,3.046108484E-1
5.010988733E1,-4.520610869E-1,-1.130160838E-1,3.439683020E-1
5.011982033E1,-4.753046334E-1,5.049573258E-3,4.129582942E-1
5.012975233E1,-4.600758255E-1,9.791386873E-2,5.067302585E-1
5.013968533E1,-3.946574330E-1,1.511997283E-1,6.376291513E-1
5.014961833E1,-2.579482794E-1,2.122420818E-1,7.964560390E-1
5.015955033E1,-7.103645056E-2,2.460639626E-1,9.470311999E-1
5.016948333E1,1.248199344E-1,2.100094855E-1,1.028162956E0
5.017941633E1,2.798854411E-1,1.122597530E-1,1.034558773E0
5.018934833E1,3.651992381E-1,-4.183212668E-2,9.797984362E-1
5.019928133E1,3.624431193E-1,-2.203265131E-1,9.043018222E-1
5.020921433E1,2.663760483E-1,-3.718074560E-1,8.252379298E-1
5.021914733E1,8.060324937E-2,-4.878946245E-1,7.445476055E-1
5.022907933E1,-1.447604597E-1,-5.464660525E-1,6.868336201E-1
5.023901233E1,-3.681687713E-1,-5.142180920E-1,6.544455290E-1
5.024894533E1,-5.339546204E-1,-4.076305330E-1,6.490980387E-1
5.025887733E1,-6.127871275E-1,-2.523716986E-1,6.702488661E-1
5.026881033E1,-6.050600410E-1,-9.221912175E-2,6.976310611E-1
5.027874333E1,-5.145330429E-1,6.669889390E-2,7.263367176E-1
5.028867533E1,-3.691084683E-1,2.188693583E-1,7.519332767E-1
5.029860833E1,-2.032073587E-1,3.138728440E-1,7.759914398E-1
5.030854133E1,-5.033399910E-2,3.206328154E-1,7.856190801E-1
5.031847333E1,7.919922471E-2,2.575590312E-1,7.842441201E-1
5.032840633E1,1.773248464E-1,1.548936963E-1,7.730923295E-1
5.033833933E1,2.406129986E-1,4.253120720E-2,7.646658421E-1
5.034827133E1,2.704457939E-1,-5.039454624E-2,7.541732192E-1
5.035820433E1,2.771995664E-1,-1.066692695E-1,7.423559427E-1
5.036813733E1,2.671863139E-1,-1.127203330E-1,7.337677479E-1
5.037806933E1,2.528952658E-1,-8.456912637E-2,7.295215726E-1
5.038800233E1,2.465714961E-1,-4.098113626E-2,7.220051885E-1
5.039793533E1,2.491979003E-1,-8.121721447E-3,7.114644051E-1
5.040786733E1,2.395748347E-1,1.527091954E-2,6.980976462E-1
5.041780033E1,2.115067244E-1,4.718890414E-2,6.749874949E-1
5.042773333E1,1.556528807E-1,6.887695938E-2,6.435555220E-1
5.043766650E1,7.586669922E-2,8.178876340E-2,6.006695628E-1
5.044759850E1,2.996923169E-3,1.041473001E-1,5.480392575E-1
5.045753150E1,-4.325792193E-2,1.065657139E-1,4.878640175E-1
5.046746450E1,-7.345927507E-2,9.925865382E-2,4.358820617E-1
5.047739650E1,-7.235725969E-2,7.164912671E-2,3.935543001E-1
