"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.296175388E1,2.214836627E-1,6.294759363E-2,-1.602080911E-1
1.297168588E1,2.780263126E-1,4.758221284E-2,-2.325241119E-1
1.298161887E1,2.932981849E-1,4.932251200E-2,-2.992267013E-1
1.299155087E1,2.775373459E-1,5.649546906E-2,-3.431193233E-1
1.300148388E1,2.553914487E-1,7.221830636E-2,-3.445700109E-1
1.301141688E1,2.391845286E-1,6.780704856E-2,-3.259119093E-1
1.302134888E1,2.288954705E-1,4.552135989E-2,-2.939268947E-1
1.303128187E1,2.230042815E-1,1.457942184E-2,-2.516902387E-1
1.304121488E1,2.104445249E-1,-1.688539982E-2,-2.026406676E-1
1.305114688E1,1.797148436E-1,-3.176235035E-2,-1.636671722E-1
1.306107987E1,1.372157037E-1,-3.023966961E-2,-1.436846256E-1
1.307101187E1,9.004154056E-2,-1.601412706E-2,-1.553876102E-1
1.308094487E1,4.203145579E-2,5.072001368E-4,-1.869637370E-1
1.309087788E1,8.504123427E-3,9.254353121E-3,-2.243012488E-1
1.310080988E1,-1.718010288E-3,-1.120035537E-3,-2.436915338E-1
1.311074287E1,2.298653871E-2,-1.752430946E-2,-2.334695309E-1
1.312067487E1,9.312173724E-2,-2.249192074E-2,-1.946306229E-1
1.313060788E1,1.823560148E-1,-2.358621359E-2,-1.338879168E-1
1.314054087E1,2.832877934E-1,-7.901474833E-3,-6.767448038E-2
1.315047288E1,3.727351129E-1,2.279811352E-2,-1.284212712E-2
1.316040587E1,4.227651358E-1,4.241476581E-2,1.531446353E-2
1.317033787E1,4.238650203E-1,6.092347205E-2,2.438652329E-2
1.318027088E1,3.619909286E-1,6.418825686E-2,7.542400155E-3
1.319020387E1,2.575185895E-1,6.099272892E-2,-9.346036240E-3
1.320013587E1,1.364891082E-1,4.844550788E-2,-3.025957383E-2
1.321006888E1,3.705757856E-2,-1.561198384E-3,-3.654995933E-2
1.322000087E1,-1.489483379E-2,-5.435410514E-2,-3.292273358E-2
1.322993388E1,-2.197058499E-2,-1.061906666E-1,-2.123012580E-2
1.323986687E1,4.517900292E-3,-1.238223240E-1,2.447476145E-4
1.324979887E1,3.396021202E-2,-1.303151101E-1,3.326182067E-2
1.325973188E1,4.156146199E-2,-1.076471433E-1,7.402618974E-2
1.326966487E1,5.113366246E-2,-3.066668287E-3,1.298785359E-1
1.327959687E1,8.384840935E-2,1.448042989E-1,1.780999601E-1
1.328952987E1,1.170854643E-1,2.449948192E-1,2.091279179E-1
1.329946187E1,1.205587760E-1,2.864974439E-1,2.146152705E-1
1.330939488E1,8.829137683E-2,2.554588318E-1,1.814426780E-1
1.331932787E1,2.169513516E-2,1.445488334E-1,1.147615388E-1
1.332925987E1,-7.052639872E-2,-4.277391732E-2,4.404395819E-2
1.333919288E1,-1.501870304E-1,-2.398123741E-1,9.374174289E-3
1.334912488E1,-1.825524271E-1,-3.585448861E-1,1.142480876E-2
1.335905788E1,-1.535939723E-1,-3.627882898E-1,4.765274376E-2
1.336899087E1,-5.415180326E-2,-2.767759264E-1,8.290953189E-2
1.337892287E1,8.404169977E-2,-1.419708431E-1,1.017099768E-1
1.338885588E1,2.052895725E-1,-3.872008249E-2,1.019065157E-1
1.339878788E1,2.506719530E-1,-2.172531560E-2,8.866633475E-2
1.340871733E1,2.039891481E-1,-8.635890484E-2,6.102911383E-2
1.341865033E1,5.410104617E-2,-1.998333931E-1,-3.387855366E-3
1.342858233E1,-1.701139510E-1,-3.129828572E-1,-8.626729250E-2
1.343851533E1,-4.315550625E-1,-3.795575798E-1,-1.665129513E-1
1.344844833E1,-6.440284848E-1,-3.721752763E-1,-2.270998657E-1
1.345838033E1,-7.359273434E-1,-2.688728273E-1,-2.760094106E-1
1.346831333E1,-6.882860661E-1,-1.217302531E-1,-3.044801950E-1
1.347824533E1,-5.406779647E-1,2.207121253E-2,-3.001168072E-1
1.348817833E1,-3.492510319E-1,1.200853959E-1,-2.611227930E-1
1.349811133E1,-1.552604586E-1,1.728976518E-1,-1.985172927E-1
1.350804333E1,-2.101273974E-3,1.816293597E-1,-1.338802427E-1
1.351797633E1,8.860726655E-2,1.412784904E-1,-9.177155793E-2
1.352790833E1,1.320098639E-1,8.019968867E-2,-6.834506243E-2
1.353784133E1,1.543250233E-1,2.105833963E-2,-5.775606632E-2
1.354777433E1,1.619576514E-1,-3.521718457E-2,-5.035594106E-2
1.355770633E1,1.787524968E-1,-6.704295427E-2,-4.073001072E-2
1.356763933E1,2.049542665E-1,-7.959683239E-2,-1.849687472E-2
1.357757133E1,2.460552752E-1,-7.649034262E-2,6.962901913E-3
1.358750433E1,3.098734021E-1,-6.061470136E-2,4.205830395E-2
1.359743733E1,3.875665367E-1,-3.622911125E-2,7.844357193E-2
1.360736933E1,4.680123925E-1,-3.125432506E-2,9.438951313E-2
1.361730233E1,5.201555490E-1,-5.863956362E-2,1.097512171E-1
1.362723533E1,5.458528996E-1,-1.015319005E-1,1.226142794E-1
1.363716733E1,5.383679867E-1,-1.232085675E-1,1.286509335E-1
1.364710033E1,5.026096702E-1,-1.351065040E-1,1.109702066E-1
1.365703233E1,4.316680133E-1,-1.380882561E-1,7.718432695E-2
1.366696533E1,3.400565982E-1,-1.290249825E-1,3.678550571E-2
1.367689833E1,2.416520417E-1,-1.142608672E-1,-9.110450745E-3
1.368683033E1,1.314954460E-1,-9.831704944E-2,-6.859721243E-2
1.369676333E1,2.259937674E-2,-8.547731489E-2,-1.166740432E-1
1.370669533E1,-7.246535271E-2,-9.265613556E-2,-1.384664178E-1
1.371662833E1,-1.490193456E-1,-1.226013750E-1,-1.374938786E-1
1.372656133E1,-2.056653202E-1,-1.582432538E-1,-1.242513061E-1
1.373649333E1,-2.219718546E-1,-1.937976778E-1,-9.824474901E-2
1.374642633E1,-1.996297985E-1,-2.071987092E-1,-7.210236043E-2
1.375635833E1,-1.515459567E-1,-1.862174571E-1,-5.313282833E-2
1.376629133E1,-6.872671098E-2,-1.276276410E-1,-3.588992357E-2
1.377622433E1,2.940871567E-2,-3.310660645E-2,-1.663803682E-2
1.378615633E1,1.055916324E-1,5.836765096E-2,-1.498128474E-2
1.379608933E1,1.318112463E-1,1.140656024E-1,-2.088418789E-2
1.380602133E1,9.665112942E-2,9.676438570E-2,-1.611792669E-2
1.381595433E1,-7.630542852E-3,8.888630196E-3,-1.072023157E-2
1.382588733E1,-1.675980985E-1,-1.347188652E-1,-1.874087378E-2
1.383581933E1,-3.282057941E-1,-2.454231232E-1,-1.275110152E-2
1.384575233E1,-3.969387710E-1,-2.542946339E-1,2.927491069E-2
1.385568533E1,-3.569506407E-1,-1.913922578E-1,8.662555367E-2
1.386561733E1,-2.516878545E-1,-1.097754240E-1,1.307565272E-1
1.387555033E1,-1.232259497E-1,1.022149436E-2,1.573483497E-1
1.388548233E1,-1.341023482E-2,1.201493219E-1,1.470413804E-1
1.389541533E1,4.231295362E-2,1.737395376E-1,9.837158024E-2
1.390534833E1,2.865866199E-2,1.758892387E-1,2.454955690E-2
1.391528033E1,-4.006389901E-2,1.226284876E-1,-4.892370477E-2
1.392521333E1,-1.055771261E-1,5.355487764E-2,-1.114312857E-1
1.393514633E1,-1.114792749E-1,1.454593614E-2,-1.538292319E-1
1.394507833E1,-5.680617690E-2,-1.146276109E-2,-1.702572107E-1
1.395501133E1,2.217748202E-2,-4.406359047E-2,-1.689952016E-1
1.396494333E1,4.854091257E-2,-1.109504774E-1,-1.646419913E-1
1.397487633E1,-2.069521323E-2,-1.880254894E-1,-1.596897393E-1
1.398480933E1,-1.508750468E-1,-2.184507698E-1,-1.461531669E-1
1.399474133E1,-2.872142196E-1,-1.757415980E-1,-1.373810768E-1
1.400467433E1,-3.833971918E-1,-6.723323464E-2,-1.418967247E-1
1.401460633E1,-4.323879182E-1,5.566392466E-2,-1.437875777E-1
1.402453933E1,-4.597527087E-1,1.507041603E-1,-1.323548853E-1
1.403447233E1,-4.720365703E-1,2.142326832E-1,-1.158674210E-1
1.404440433E1,-4.646867812E-1,2.625826299E-1,-1.173641160E-1
1.405433733E1,-4.366636276E-1,2.772104442E-1,-1.371118277E-1
1.406426933E1,-4.055368602E-1,2.543674409E-1,-1.810593158E-1
1.407420233E1,-3.653624952E-1,2.121707797E-1,-2.218607962E-1
1.408413533E1,-3.204328418E-1,1.518390030E-1,-2.494958937E-1
1.409406733E1,-2.669507861E-1,8.347289264E-2,-2.576546371E-1
1.410400033E1,-1.911982447E-1,1.862598956E-2,-2.433018088E-1
1.411393233E1,-8.570096642E-2,-1.815941930E-2,-2.130893618E-1
1.412386533E1,5.098524317E-2,-1.661212370E-2,-1.726772189E-1
1.413379833E1,2.109937817E-1,3.304271027E-2,-1.316897422E-1
1.414373033E1,3.504001200E-1,8.722099662E-2,-1.002671048E-1
1.415366333E1,4.452325702E-1,1.180892661E-1,-7.642439753E-2
1.416359533E1,4.800533950E-1,1.020626277E-1,-6.720773131E-2
1.417352833E1,4.595940709E-1,6.283327192E-2,-6.834043562E-2
1.418346133E1,4.078611135E-1,2.837169543E-2,-7.594749331E-2
1.419339333E1,3.502576649E-1,6.894552149E-3,-7.977221161E-2
1.420332633E1,2.920731902E-1,-1.502832398E-2,-7.843396813E-2
1.421325933E1,2.289733291E-1,-4.037725925E-2,-7.682836056E-2
1.422319133E1,1.646840870E-1,-5.499401689E-2,-6.451389939E-2
1.423312433E1,1.073987260E-1,-2.965233475E-2,-4.106833413E-2
1.424305633E1,7.726159692E-2,6.895289756E-3,-1.329236384E-2
1.425298933E1,7.779609412E-2,3.218786418E-2,-1.802421408E-3
1.426292233E1,1.140124202E-1,4.412228614E-2,6.831014529E-3
1.427285433E1,1.762049794E-1,3.865674883E-2,1.507776696E-2
1.428278733E1,2.474756986E-1,3.096207976E-2,3.012649342E-2
1.429272033E1,3.176481128E-1,2.288505062E-2,4.957288504E-2
1.430265233E1,3.626107872E-1,2.203550190E-2,7.446864992E-2
1.431258533E1,3.561177552E-1,2.502273209E-2,7.603299618E-2
1.432251733E1,2.877165973E-1,1.709370501E-2,7.769427449E-2
1.433245033E1,1.718448400E-1,1.308734529E-3,8.843479306E-2
1.434238333E1,3.648781031E-2,-2.491514571E-2,1.031732559E-1
1.435231533E1,-1.069652215E-1,-3.773724288E-2,1.170155704E-1
1.436224833E1,-2.301209569E-1,-1.226916630E-2,1.264538169E-1
1.437218033E1,-3.108787239E-1,3.407087922E-2,1.406885237E-1
1.438211333E1,-3.532432318E-1,8.478464931E-2,1.711239219E-1
1.439204633E1,-3.588069975E-1,1.258382201E-1,2.194979042E-1
1.440197837E1,-3.187812865E-1,1.575684547E-1,3.077049851E-1
1.441191138E1,-2.254611850E-1,2.248352915E-1,4.361013174E-1
1.442184338E1,-3.897919506E-2,3.625196517E-1,5.870397091E-1
1.443177638E1,2.232160568E-1,5.236314535E-1,7.099184990E-1
1.444170937E1,4.479125440E-1,5.703012347E-1,7.415691018E-1
1.445164137E1,5.286596417E-1,4.731185734E-1,6.953613162E-1
1.446157438E1,4.743506014E-1,3.073698282E-1,6.181645393E-1
1.447150638E1,3.181308508E-1,1.206114218E-1,5.168856978E-1
1.448143937E1,1.205589101E-1,-6.762187183E-2,4.171473682E-1
1.449137238E1,-4.131917655E-2,-2.075876594E-1,3.725755811E-1
1.450130438E1,-9.606152028E-2,-2.315403968E-1,4.028988481E-1
1.451123738E1,-3.681344911E-2,-1.480683386E-1,4.462750256E-1
1.452117037E1,7.252662629E-2,-4.278027266E-2,4.697853923E-1
1.453110237E1,1.395033598E-1,2.054552361E-2,4.750292003E-1
1.454103538E1,1.383329034E-1,1.272727828E-2,4.730962813E-1
1.455096738E1,8.312400430E-2,-5.300954729E-2,4.574021995E-1
1.456090037E1,-3.778136568E-3,-1.283359826E-1,4.093390405E-1
1.457083337E1,-1.328741908E-1,-2.263101488E-1,3.300285637E-1
1.458076537E1,-3.252537549E-1,-3.234500289E-1,2.259508967E-1
1.459069838E1,-5.767489672E-1,-3.853912354E-1,1.097077578E-1
1.460063038E1,-8.273896575E-1,-3.617543578E-1,8.553708903E-3
1.461056337E1,-9.704602957E-1,-2.574841380E-1,-5.933466926E-2
1.462049638E1,-9.798687100E-1,-9.171780199E-2,-1.043506190E-1
1.463042838E1,-8.753073215E-1,5.828678980E-2,-9.334837645E-2
1.464036138E1,-6.834734082E-1,1.683099568E-1,-2.247393504E-2
1.465029437E1,-4.541995525E-1,2.386020422E-1,8.837343752E-2
1.466022637E1,-2.409421653E-1,2.605065405E-1,1.931177080E-1
1.467015938E1,-7.519291341E-2,2.239503264E-1,2.622033954E-1
1.468009138E1,3.749581426E-2,1.336167008E-1,2.847577035E-1
1.469002437E1,9.366428852E-2,3.560648113E-2,2.704879642E-1
1.469995738E1,1.048508957E-1,-5.045969784E-2,2.201227844E-1
1.470988937E1,7.604654878E-2,-1.076720059E-1,1.573757231E-1
1.471982238E1,6.182260811E-2,-9.730404615E-2,1.130519360E-1
1.472975438E1,8.120729029E-2,-5.383785814E-2,9.022561461E-2
1.473968737E1,1.296195686E-1,-2.084076032E-2,8.626522869E-2
1.474962038E1,1.922113150E-1,3.907648847E-3,8.830493689E-2
1.475955238E1,2.502439916E-1,1.125477813E-2,8.809960634E-2
1.476948537E1,2.898329496E-1,-1.501753274E-2,8.378129452E-2
1.477941837E1,2.996599972E-1,-6.484900415E-2,7.407566905E-2
1.478935037E1,2.835092843E-1,-9.459502995E-2,5.659975111E-2
1.479928338E1,2.316809595E-1,-9.730505943E-2,2.313393354E-2
1.480921538E1,1.436233222E-1,-8.306805044E-2,-2.612320520E-2
1.481914837E1,3.917468712E-2,-5.306754261E-2,-8.011719584E-2
1.482908138E1,-5.233866721E-2,-2.911645174E-2,-1.423487067E-1
1.483901338E1,-1.272520572E-1,-3.312344104E-2,-1.937479824E-1
1.484894638E1,-1.661602557E-1,-5.491393805E-2,-2.266187072E-1
1.485887838E1,-1.644185483E-1,-7.156482339E-2,-2.389792353E-1
1.486881137E1,-1.202013046E-1,-8.446338028E-2,-2.206289917E-1
1.487874438E1,-2.170961723E-2,-6.981279701E-2,-1.744553745E-1
1.488867638E1,1.017264500E-1,-5.278184637E-2,-1.280285269E-1
1.489860937E1,2.077900320E-1,-5.421648920E-2,-8.813064545E-2
1.490854238E1,2.552535534E-1,-8.024866134E-2,-5.474281311E-2
1.491847437E1,2.567268014E-1,-1.014788449E-1,-2.197687887E-2
1.492840738E1,2.282680273E-1,-1.083486304E-1,-1.463001408E-2
1.493833938E1,1.572100967E-1,-1.249361262E-1,-3.109767102E-2
1.494827237E1,6.903020293E-2,-1.574979722E-1,-4.492358491E-2
1.495820538E1,-2.045946568E-2,-1.742103696E-1,-4.015865549E-2
1.496813738E1,-9.127518535E-2,-1.700163037E-1,-2.447853610E-2
1.497807038E1,-1.539577395E-1,-1.888602972E-1,-1.274145301E-2
1.498800238E1,-2.039422095E-1,-1.977182031E-1,6.652146112E-4
1.499793537E1,-2.092024833E-1,-1.523216963E-1,2.306532860E-2
1.500786838E1,-1.976142824E-1,-1.003904343E-1,2.098646015E-2
1.501780038E1,-2.082599998E-1,-5.130197853E-2,-1.083352044E-2
1.502773337E1,-2.724615335E-1,6.048937328E-3,-4.615683481E-2
1.503766638E1,-3.686346710E-1,5.448651314E-2,-6.891088933E-2
1.504759838E1,-4.030649066E-1,7.125025988E-2,-7.611319423E-2
1.505753138E1,-3.292159736E-1,7.880618423E-2,-7.237385213E-2
1.506746338E1,-1.548970640E-1,9.835965186E-2,-5.671041086E-2
1.507739637E1,4.428873956E-2,1.074831039E-1,-3.015203960E-2
1.508732938E1,1.801714897E-1,7.246436179E-2,-1.544926036E-2
1.509726138E1,2.233125716E-1,2.465636097E-2,-1.586897485E-2
1.510719437E1,1.928526610E-1,-1.092484221E-2,-2.922339365E-2
1.511712638E1,1.032894850E-1,-1.265024766E-3,-7.796590030E-2
1.512705937E1,-3.975550085E-2,3.247618303E-2,-1.491943747E-1
1.513699238E1,-2.249770314E-1,6.350734085E-2,-2.134583145E-1
1.514692438E1,-4.182314575E-1,9.213138372E-2,-2.429954261E-1
1.515685737E1,-5.718657970E-1,1.301594675E-1,-2.414246947E-1
1.516679038E1,-6.327154636E-1,1.904517859E-1,-2.102992833E-1
1.517672238E1,-5.787220001E-1,2.587376535E-1,-1.720147431E-1
1.518665538E1,-4.402945638E-1,3.107243180E-1,-1.378617883E-1
1.519658738E1,-2.530215979E-1,3.392342627E-1,-1.101633087E-1
1.520652037E1,-5.926396698E-2,3.102335930E-1,-1.031062454E-1
1.521645338E1,8.313179761E-2,2.236989588E-1,-1.029328778E-1
1.522638538E1,1.860478967E-1,1.122013852E-1,-1.021091118E-1
1.523631837E1,2.619501352E-1,2.454583347E-2,-1.072711125E-1
1.524625037E1,3.423545957E-1,-6.283312105E-3,-1.226544827E-1
1.525618338E1,4.266266227E-1,6.713712588E-3,-1.351835877E-1
1.526611638E1,5.147505999E-1,3.527361155E-2,-1.289695501E-1
1.527604838E1,6.012026668E-1,4.218956828E-2,-1.030772179E-1
1.528598137E1,6.736046672E-1,1.980883256E-2,-7.367288321E-2
1.529591438E1,7.005214691E-1,-1.304498501E-2,-4.709240422E-2
1.530584638E1,6.818671823E-1,-3.943903372E-2,-2.197261900E-2
1.531577937E1,6.235466003E-1,-5.743161589E-2,-6.912176963E-3
1.532571138E1,5.436833501E-1,-6.318494678E-2,-1.773264632E-2
1.533564437E1,4.594398737E-1,-4.421418905E-2,-4.383402318E-2
1.534557738E1,3.849957883E-1,-1.371546369E-2,-6.761589646E-2
1.535550938E1,3.140811324E-1,-4.368566908E-3,-7.857400179E-2
1.536544237E1,2.493990362E-1,-2.545698732E-2,-7.568100095E-2
1.537537437E1,2.064707577E-1,-6.725902855E-2,-4.937137291E-2
1.538530738E1,1.881800890E-1,-9.238935262E-2,-2.898262255E-2
1.539524038E1,1.937205344E-1,-9.993195534E-2,-1.381991431E-2
1.540517233E1,2.163072228E-1,-8.054438978E-2,-1.041955967E-2
1.541510533E1,2.469879091E-1,-2.683961764E-2,-2.273241989E-2
1.542503733E1,2.762623727E-1,1.598281972E-2,-4.567304626E-2
1.543497033E1,2.856763899E-1,2.837264165E-2,-5.700000003E-2
1.544490333E1,2.577029765E-1,2.619636990E-2,-5.446588621E-2
1.545483533E1,2.013345212E-1,8.776901290E-3,-2.211833373E-2
1.546476833E1,1.274816692E-1,-2.476909384E-2,3.594059497E-2
1.547470133E1,5.046437681E-2,-4.725789279E-2,1.032916754E-1
1.548463333E1,-1.035389118E-2,-6.580904126E-2,1.579843611E-1
1.549456633E1,-3.926996142E-2,-7.837489992E-2,2.084238380E-1
1.550449833E1,-4.728256539E-2,-7.041841745E-2,2.469349056E-1
1.551443133E1,-4.245292395E-2,-5.103539675E-2,2.953990996E-1
1.552436433E1,4.916739650E-3,1.599864289E-2,3.731125295E-1
1.553429633E1,9.637688100E-2,1.432612687E-1,4.724292755E-1
1.554422933E1,2.240715921E-1,2.864121795E-1,5.455852151E-1
1.555416233E1,3.480385542E-1,3.847318292E-1,5.794600844E-1
1.556409433E1,4.260636866E-1,4.038015604E-1,5.778816938E-1
1.557402733E1,4.385467470E-1,3.180619180E-1,5.361515284E-1
1.558395933E1,3.770641685E-1,1.669760644E-1,4.553336501E-1
1.559389233E1,2.462702096E-1,-2.039435506E-2,3.729588687E-1
1.560382533E1,8.553127199E-2,-1.872266680E-1,3.278507590E-1
1.561375733E1,-2.165057696E-2,-2.751170993E-1,3.454851508E-1
1.562369033E1,-1.849953085E-2,-2.530511916E-1,4.114341438E-1
1.563362233E1,7.942703366E-2,-1.663517207E-1,4.680249989E-1
1.564355533E1,2.093450874E-1,-9.371855110E-2,4.979231656E-1
1.565348833E1,3.085081875E-1,-6.746964157E-2,4.833367765E-1
1.566342033E1,3.305926025E-1,-7.373744249E-2,4.357012808E-1
1.567335333E1,2.764388323E-1,-8.422496915E-2,3.742296696E-1
1.568328633E1,1.364238709E-1,-1.311200708E-1,2.874431908E-1
1.569321833E1,-1.084444672E-1,-2.421525866E-1,1.786224246E-1
1.570315133E1,-4.451872706E-1,-3.769731224E-1,7.663514465E-2
1.571308333E1,-7.928496599E-1,-4.426389635E-1,3.846164327E-3
1.572301633E1,-1.045214534E0,-3.913068175E-1,-4.246263206E-2
1.573294933E1,-1.157479286E0,-2.396054119E-1,-8.000095934E-2
1.574288133E1,-1.126629114E0,-4.823047668E-2,-9.109644592E-2
1.575281433E1,-9.707828164E-1,1.421551704E-1,-5.805567279E-2
1.576274733E1,-7.416779399E-1,2.975988984E-1,6.868563592E-3
1.577267933E1,-4.802767336E-1,3.697708249E-1,9.023269266E-2
1.578261233E1,-2.268721759E-1,3.765120804E-1,1.625757813E-1
1.579254433E1,-1.036836207E-2,2.949455678E-1,1.983534843E-1
1.580247733E1,1.408969164E-1,1.551241130E-1,1.917517483E-1
1.581241033E1,2.212700546E-1,2.623536438E-2,1.648716629E-1
1.582234233E1,2.270295620E-1,-7.214459777E-2,1.300585717E-1
1.583227533E1,1.888028085E-1,-1.143429205E-1,1.102755517E-1
1.584220733E1,1.353703439E-1,-1.001971662E-1,1.073980406E-1
1.585214033E1,1.083339378E-1,-7.194475830E-2,1.165697053E-1
1.586207333E1,1.172770709E-1,-4.189751297E-2,1.390340030E-1
1.587200533E1,1.634483039E-1,-2.364580706E-2,1.565477550E-1
1.588193833E1,2.254846096E-1,-2.334459499E-2,1.687112600E-1
1.589187133E1,2.821473777E-1,-3.787826374E-2,1.794810891E-1
1.590180333E1,3.258537352E-1,-6.195017695E-2,1.845503449E-1
1.591173633E1,3.633132279E-1,-7.088349015E-2,1.893371195E-1
1.592166833E1,3.761675954E-1,-8.353904635E-2,1.853978336E-1
1.593160133E1,3.697491288E-1,-8.017813414E-2,1.704905182E-1
1.594153433E1,3.470186591E-1,-7.504796237E-2,1.417637616E-1
1.595146633E1,3.044610918E-1,-8.262465894E-2,1.044667140E-1
1.596139933E1,2.343666703E-1,-1.133511439E-1,6.843174994E-2
1.597133133E1,1.323462874E-1,-1.537805945E-1,3.147346526E-2
1.598126433E1,-3.177309874E-3,-2.063709497E-1,-6.542584393E-3
1.599119733E1,-1.452705264E-1,-2.432099283E-1,-3.661872447E-2
1.600112933E1,-2.546875775E-1,-2.341104150E-1,-6.066200882E-2
1.601106233E1,-3.113748431E-1,-1.863181144E-1,-8.144851774E-2
1.602099533E1,-2.939580679E-1,-1.227073073E-1,-7.574134320E-2
1.603092733E1,-1.979108900E-1,-2.167337015E-2,-5.913413316E-2
1.604086033E1,-3.379815817E-2,9.580449015E-2,-2.147640102E-2
1.605079233E1,1.204734370E-1,1.568239033E-1,6.865490694E-3
1.606072533E1,1.918999255E-1,1.414443105E-1,1.954941824E-2
1.607065833E1,1.557389945E-1,4.964700714E-2,1.712647453E-2
1.608059033E1,1.663799584E-2,-8.049986511E-2,-4.602045752E-3
1.609052333E1,-1.718986183E-1,-1.778375953E-1,-4.630235210E-2
1.610045633E1,-3.224008977E-1,-1.997597665E-1,-7.644219697E-2
1.611038833E1,-3.634809554E-1,-1.754517704E-1,-7.645045221E-2
1.612032133E1,-3.126949072E-1,-1.377041191E-1,-6.326826662E-2
1.613025333E1,-2.118301094E-1,-7.018579543E-2,-4.196351394E-2
1.614018633E1,-9.026557952E-2,1.886813156E-2,-2.494432405E-2
1.615011933E1,4.341355059E-3,9.036149085E-2,-2.218342386E-2
1.616005133E1,2.334366739E-2,8.910546452E-2,-4.263086617E-2
1.616998433E1,-3.951279446E-2,3.548671305E-2,-8.276709914E-2
1.617991733E1,-1.658758074E-1,-4.497133568E-2,-1.289242059E-1
1.618984933E1,-2.900004089E-1,-1.145085990E-1,-1.559606194E-1
1.619978233E1,-3.237079680E-1,-1.378093809E-1,-1.692917049E-1
1.620971433E1,-2.576163113E-1,-1.277016103E-1,-1.688014120E-1
1.621964733E1,-1.414484680E-1,-9.907173365E-2,-1.659819037E-1
1.622958033E1,-2.473197132E-2,-8.311833441E-2,-1.629168838E-1
1.623951233E1,3.273887932E-2,-8.722592145E-2,-1.701914370E-1
1.624944533E1,-4.509955645E-3,-1.210033298E-1,-2.130845636E-1
1.625937733E1,-1.564774960E-1,-1.339566410E-1,-2.862201035E-1
1.626931033E1,-3.903160691E-1,-9.465371817E-2,-3.663796484E-1
1.627924333E1,-6.375284791E-1,-8.586265147E-3,-4.307302535E-1
1.628917533E1,-8.334980011E-1,7.274614275E-2,-4.717684984E-1
1.629910833E1,-9.514821172E-1,1.282534301E-1,-4.839804173E-1
1.630904133E1,-9.946727753E-1,1.658570021E-1,-4.664624035E-1
1.631897333E1,-9.596128464E-1,1.938191801E-1,-4.109566808E-1
1.632890633E1,-8.480282426E-1,2.187461108E-1,-3.423211575E-1
1.633883833E1,-6.794084907E-1,2.443156540E-1,-2.791930139E-1
1.634877133E1,-4.671849608E-1,2.415899038E-1,-2.421801239E-1
1.635870433E1,-2.322289646E-1,1.976909637E-1,-2.295973748E-1
1.636863633E1,-2.593914047E-3,1.305577308E-1,-2.381376028E-1
1.637856933E1,2.040111721E-1,4.003063962E-2,-2.654730082E-1
1.638850233E1,3.700747192E-1,-5.765597150E-2,-2.979161441E-1
1.639843433E1,5.081990361E-1,-1.366570443E-1,-3.268322349E-1
1.640837096E1,6.055439711E-1,-1.702464372E-1,-3.510273099E-1
1.641830296E1,6.422775984E-1,-1.537234634E-1,-3.541442156E-1
1.642823596E1,6.270285845E-1,-1.131720394E-1,-3.341305554E-1
1.643816896E1,5.740274191E-1,-5.629144609E-2,-2.921136022E-1
1.644810096E1,4.927890301E-1,-4.897495732E-3,-2.364450246E-1
1.645803396E1,3.852266073E-1,4.233606160E-2,-1.841477305E-1
1.646796696E1,2.794442475E-1,8.145417273E-2,-1.370233595E-1
1.647789896E1,1.781282425E-1,1.126272902E-1,-1.147144884E-1
1.648783196E1,1.069323570E-1,1.207728311E-1,-1.140268594E-1
1.649776396E1,7.087404281E-2,9.125577658E-2,-1.326071322E-1
1.650769696E1,6.651231647E-2,4.696421325E-2,-1.705939323E-1
1.651762996E1,8.954758197E-2,4.050396383E-2,-2.158024162E-1
1.652756196E1,1.334069222E-1,6.707832217E-2,-2.494511902E-1
1.653749496E1,1.962215155E-1,1.125815883E-1,-2.600624561E-1
